peakID	H3K36me3	m6A
peak=3363	-1.15654927944048	0.46948528330122
peak=17640	-12.4411286218047	11.3111806600534
peak=17641	-12.4895971223893	0.0814814021386421
peak=17642	-13.8446076986103	-0.841623500472375
peak=1270	-12.670877504397	11.333714426094
peak=17643	-1.133665108226	-0.943416471633632
peak=1271	-13.1310530964096	-0.287726610749699
peak=17644	-11.9947069952581	-0.267153872343198
peak=1272	-12.4411286218047	-1.37998076293353
peak=17645	-12.7123120417803	-0.448204363214043
peak=1273	-13.6269638070003	-0.805621954833149
peak=1274	-13.3360880840884	0.110215308384586
peak=1275	-12.5461710022674	-1.76733924320973
peak=1276	-12.9767431067343	-1.20996230663006
peak=17649	-13.3868055587686	-0.567627889715879
peak=1279	-0.89767206557914	0
peak=15553	-12.6029307909152	0.882643049361841
peak=7551	-13.1034517417161	-0.105814120069216
peak=18042	-12.2291192206586	-11.4873376152072
peak=10974	-13.6462211718319	-0.253186619877446
peak=10	-1.39665141435177	-0.222392421336448
peak=7553	-12.5629578693341	13.0753120064604
peak=11	-12.7567647894041	-0.728087442819753
peak=7554	-14.1612106305644	-0.984232684141684
peak=12	-14.1381917904647	-0.0208442537928441
peak=10977	-11.9661449133456	0.0620407466009364
peak=7555	-12.0433691139577	-0.00349744423622686
peak=13	-0.829866018323978	11.5367328898354
peak=18046	-13.283522485644	-11.0437108633472
peak=10978	-13.3908406957667	-11.2413873639989
peak=14	-13.198598511485	0.0451994194300966
peak=18047	-13.4161377685783	-0.0188098497747583
peak=10979	-12.5095276074232	-11.2413873639989
peak=15	-13.8318020460983	0.0451994194300966
peak=2970	-13.7346037848415	0.224431566610047
peak=16	-13.3388756321316	0.0451994194300966
peak=2971	-13.3935245306787	-0.615989396341781
peak=17	-13.0753120064604	-0.164781698166353
peak=18	-12.670877504397	0.126606316379569
peak=13464	-12.6950107396532	-0.439366828640585
peak=19	-1.13750352374993	-1.22162318909168
peak=2975	-1.04646762516382	-0.775717997462334
peak=2976	12.577192765687	-12.0670981857484
peak=2977	-13.3650921203465	-1.63649280136124
peak=400	12.7101606917829	-0.421768189947924
peak=5468	-14.005010431073	-0.278301162487104
peak=11374	-13.2062512720607	-0.64893909006795
peak=404	-13.9032228444336	-0.916021607360647
peak=11377	-12.0501887675964	-11.5512276035983
peak=3372	-12.7463043677013	-0.506219385499877
peak=3376	-12.4870863402713	13.0068520017488
peak=17650	-1.11594857856403	-11.1554507313121
peak=17651	-12.7938064914558	-0.96889878271226
peak=17652	-13.283522485644	-0.0253110885291874
peak=1280	-12.6282176802234	-0.0259018634427571
peak=1281	-13.3827591040565	0.181008500571329
peak=1282	-12.1677317411032	-0.901967917039474
peak=17655	-13.3121739096904	-0.0468208567529937
peak=1283	-1.14877620874116	-0.646691490472863
peak=1284	12.6642250408379	-0.646691490472863
peak=17657	-13.9247197347384	-10.3998119593257
peak=1285	-13.3248837171941	0.287850726005003
peak=1286	-14.5363079338986	-0.577766999316952
peak=1288	-13.3650921203465	-0.84281666744927
peak=9652	-13.169142076888	12.3417967723918
peak=1289	-0.845779081305131	-0.366782330671623
peak=9657	-12.8535045010213	-0.238562507663658
peak=9658	12.6190736468177	0
peak=15562	-13.284968651604	-1.59512236694138
peak=9659	-13.2108235187808	-10.6447575925163
peak=15564	-1.13104570540571	-0.186768511605727
peak=15565	12.6236529080529	-0.186768511605727
peak=10980	-12.2822196956726	-0.331737116670591
peak=7560	-13.44876160445	-0.869743614048658
peak=7561	-14.3711640494209	1.82357343261573
peak=7562	-12.763004829586	-11.6031626795344
peak=20	12.8039292879744	-1.22162318909168
peak=10985	-12.4411286218047	0.319936797068271
peak=18054	-12.8690154155521	-0.374395514781498
peak=10986	-12.9051989459628	-0.631447403083645
peak=22	-12.752589717641	-0.120986956938911
peak=18055	-13.198598511485	-0.667923949736555
peak=23	-12.2851131885015	-1.7051066803495
peak=18056	-12.3390148682501	-0.304257068560307
peak=24	-13.8377264745492	-0.626672752605993
peak=18057	-14.1229088610974	-0.182330022333093
peak=18058	-12.9767431067343	11.3503867423128
peak=13471	-1.19561164510596	-1.0359371192064
peak=26	-13.6762876861479	-0.37851162325373
peak=18059	-13.3121739096904	-0.360817108280957
peak=13472	12.7058483435089	-1.0359371192064
peak=7569	-1.5996390773536	-0.517058436219353
peak=2982	-1.20468136464326	-0.909178772203789
peak=5471	-13.1116247470373	0.18286405714981
peak=5473	-13.2557662571288	0.148370858441971
peak=5475	-12.7101606917829	-11.4046093978377
peak=11381	-1.07646384230108	0.173331602885562
peak=11382	-12.670877504397	-12.0670981857484
peak=411	-14.0785678077783	-0.198805601018832
peak=412	-1.83204756448189	-0.268367850136835
peak=413	12.4795276692563	-0.268367850136835
peak=416	-12.9404971344582	0.212544635380101
peak=417	-12.3665954260714	0.212544635380101
peak=418	-13.169142076888	-10.8849336479498
peak=419	-12.7123120417803	0.0762727413968591
peak=3383	-12.6752954990941	10.9950604670327
peak=3388	12.9349808326538	-0.120590140813589
peak=1700	-13.597005002607	-13.8337795599997
peak=1701	-12.7123120417803	-0.278301162487105
peak=1702	-13.270441340848	-0.278301162487105
peak=1703	-12.3909750061555	-0.278301162487105
peak=1704	-12.3390148682501	-11.5512276035983
peak=1707	-12.9238845463853	-12.9803181179575
peak=1290	-13.1581362854076	-0.723064777349945
peak=1708	-12.7998886886636	0.169925001442312
peak=1291	-12.5095276074232	-0.723064777349945
peak=17664	-13.3650921203465	-11.1743015444676
peak=1709	-12.9767431067343	1.0703893278914
peak=1292	-13.2483723549213	-0.43041272516576
peak=1293	-12.2880008897076	-10.410451351504
peak=1294	-13.1924469403233	-0.343758342911578
peak=17667	-14.3813401593313	-0.373678469517786
peak=1295	-13.4831859719367	-0.299376252897514
peak=1296	-12.7958367409336	-0.243377446465784
peak=1297	-13.127833153011	-0.604210385314435
peak=9662	-1.41006554131632	-3.19979979702434
peak=9666	-13.2777232816103	0.344648171387446
peak=10105	-13.0121007161516	-3.12975028659792
peak=9667	-13.4161377685783	0.756256932774966
peak=9669	-12.9767431067343	-2.17578792114321
peak=2100	-13.2993511357963	-0.736965594166206
peak=15575	-0.967578522307623	0.403792742111221
peak=2103	-13.8278388678876	-0.543474112538114
peak=7570	12.670877504397	-0.517058436219353
peak=10995	-14.2586396389021	10.6266216523584
peak=10996	-12.7938064914558	0.372445622554376
peak=32	-13.4002123557502	0
peak=18065	-12.7938064914558	0.0236901060451004
peak=10997	-12.2851131885015	-1.36528446408174
peak=10998	-12.5842578877446	-0.830614828326714
peak=10999	-13.81987969983	0.659382653213663
peak=38	-13.3650921203465	-1.80897683908159
peak=39	-13.0431982089002	-0.353710488345999
peak=11800	-14.1698467281037	-0.0298705295821377
peak=5480	-14.0877114460427	-11.1363503414542
peak=11801	-14.1050081797501	-0.319580340030939
peak=5481	-12.7187469099011	-1.23610872642636
peak=11802	-12.9892170793144	-0.912943265730777
peak=5482	-13.0952321716193	-0.590543532984456
peak=5483	-13.5424273475264	-0.883590507884689
peak=5484	-13.4422955886025	-1.31203529012893
peak=11390	-12.8919735190256	-0.706408127190237
peak=420	-13.0103532655493	-0.763682932541986
peak=421	-13.4305832246461	-12.9127022526479
peak=3800	-12.5045707393244	-0.508696606493089
peak=423	-13.8956699443039	-0.111031312388744
peak=3802	-12.8059453518029	-1.40013862289951
peak=11395	-12.3909750061555	-0.84799690655495
peak=11396	-12.6213650943149	-0.172030148124753
peak=426	-13.5628386531178	-1.54104538419095
peak=11398	-14.2153054752283	-0.42789419198495
peak=427	-1.21460744024356	-0.447458976971221
peak=428	-12.4744664641326	-0.154722594798642
peak=429	-1.30445243656668	0.88878252140145
peak=3392	-1.69240525612667	-0.739028798008569
peak=3393	-1.47433681005179	-0.325703138578744
peak=3394	-13.3304967776387	-0.503002409453996
peak=3396	-12.7733452912913	-0.229543340764446
peak=12200	-12.8690154155521	-0.963305200019317
peak=1710	-12.9767431067343	1.0703893278914
peak=1712	-13.3430468813005	-0.0895515849782926
peak=1713	-12.7357675472666	-1.15678959925318
peak=12204	-12.9238845463853	0.133125083239361
peak=17670	-12.752589717641	-0.0916304754655682
peak=1715	-12.5842578877446	0.802360012137212
peak=17671	-14.1381917904647	-2.2391504191029
peak=1716	-12.4411286218047	-0.404620883333505
peak=1717	-13.2979193224187	-0.0270264825824966
peak=17673	-12.4895971223893	-0.526484035455427
peak=17674	-13.3121739096904	-0.127489735121916
peak=12209	-0.707684800434192	0.169925001442313
peak=4200	-12.6862816551444	-11.9516489859046
peak=17675	-13.8318020460983	-1.86599816496162
peak=4201	-12.1068900450922	-2.37543342492762
peak=17676	-1.27608029223044	0.0803937798507437
peak=17677	-12.8319009861964	-11.0161118382205
peak=17678	-12.752589717641	10.9001120629775
peak=4204	-1.11786183786514	-0.291655083773562
peak=17679	-12.9892170793144	-0.258602159518533
peak=9670	-12.3390148682501	-2.17578792114321
peak=9671	-13.137471503352	0.366697965007385
peak=9672	-13.9513757913245	-1.66126586803435
peak=9673	-14.2311461634197	-0.0949629437610903
peak=4209	-13.4161377685783	-11.0841440106151
peak=10113	-13.0103532655493	-0.920240149267538
peak=9676	-12.4895971223893	1.02974734339405
peak=15580	-13.44876160445	-0.171611378070199
peak=9677	-12.4096561130599	1.02974734339405
peak=15581	-0.767751719585857	0.0883558744208469
peak=15582	-1.11434146058829	-0.0759488532332985
peak=10117	-13.0311842621408	-0.959810909884301
peak=15583	-12.6006098524467	-0.357946052859261
peak=10118	-12.6418259720418	-0.959810909884301
peak=15585	-13.8028192508162	-0.611075341040287
peak=2115	-12.0871313015405	0.0281706726911609
peak=2117	-12.0937476627857	-0.183599938339389
peak=40	-13.7535301627812	-11.6710987257485
peak=18073	-13.1067265020392	-1.43229548869978
peak=41	-12.3909750061555	0.21735683143915
peak=13904	-13.3664588266261	1.02190469332808
peak=13905	-12.827938080145	-0.740240726199067
peak=43	-13.8504798797351	-11.4309751725881
peak=13906	-12.4895971223893	0.678813841380411
peak=7586	-12.4995967814898	-1.41898931755342
peak=44	-12.9767431067343	-14.2061749450474
peak=46	-13.4409989005403	-0.330645311988472
peak=7589	-14.6234814478121	-0.567442401678139
peak=47	-13.5841404187838	-1.36923380966572
peak=5901	-13.283522485644	-0.336671725273665
peak=48	-12.4411286218047	-1.36923380966572
peak=5902	-1.48210368771542	-0.286738666425062
peak=13495	-12.9404971344582	-0.634715535918256
peak=5903	-14.8347179303929	-0.3942209657926
peak=13497	-12.4719291876417	11.794009645021
peak=13498	-13.6246812417889	-11.2650289424582
peak=5906	-13.5841404187838	-1.38715846670341
peak=11810	-12.4411286218047	-1.12761419658435
peak=5907	-13.4161377685783	-0.0161033081839176
peak=11811	-13.7926886352064	-1.10040189695784
peak=5491	-12.4514687129474	1.36405357056004
peak=5909	-14.3954671937162	-1.80954248129537
peak=5497	-13.0786511933253	-0.154328146391294
peak=14300	-13.4957301344453	0.835573191106866
peak=14301	-0.774478765810915	-10.3998119593257
peak=14302	-13.360984215974	0.319341846735748
peak=433	-13.8426449814299	-0.0834849855030811
peak=14303	-13.6417130983539	-0.138519864081428
peak=434	-13.9926728501891	-0.575247345887944
peak=14304	-12.1068900450922	-0.749191896499466
peak=14305	-13.0431982089002	-1.28630418515664
peak=436	-12.94781954602	-11.1867332891289
peak=3815	-14.4837528091024	-0.458050388238937
peak=14306	-12.5509872145215	-0.735339105785488
peak=437	-12.1166688559671	-11.1867332891289
peak=3816	-12.8179829271957	-0.344685898274934
peak=14307	-13.0500186685523	-0.212544635380101
peak=438	-14.2341438166532	-0.187370135901721
peak=14308	-13.198598511485	-1.17687776208408
peak=439	-12.5842578877446	-0.908077510558961
peak=6300	-12.9423312245106	-10.9950604670327
peak=6301	-13.8048368653551	-12.2018176166679
peak=6302	-12.775404519504	-0.111725082558828
peak=6303	-13.3304967776387	-0.211337232827452
peak=6304	-13.4371018289084	-10.9879745242962
peak=6305	-12.4895971223893	-0.86095431144166
peak=1721	-12.7588478031083	-12.8456860559771
peak=6309	-1.46205635318418	-0.393233128960495
peak=12214	-12.4411286218047	-0.782860360136856
peak=12215	-12.6597729618816	0.219486690161037
peak=17683	-1.05889368905357	0.193405792455612
peak=1728	-12.6282176802234	-0.830872728763741
peak=17684	-0.38747385967181	0.14048122354983
peak=4210	-13.5841404187838	-0.0904152952222181
peak=1729	-13.2468890162743	-1.22724684173946
peak=17685	-12.7123120417803	-0.979438677517684
peak=4211	-12.9051989459628	-1.54362170534026
peak=17686	-13.0380616201336	-3.88876079150298
peak=4212	-12.8612808035887	-1.54362170534026
peak=17687	-12.8881724496659	0.469224185654885
peak=4213	-13.5604522576669	0.3184475261524
peak=17688	-12.725153203913	-2.54347904927614
peak=4214	-12.9404971344582	-11.7189609119842
peak=9680	-12.5912885792461	-3.97819562968165
peak=4215	-12.4895971223893	-1.22191636291243
peak=10120	-12.8938703047851	-0.422560457993854
peak=4217	-13.5192676699055	0.115477217419936
peak=4218	-13.4279675135844	0.421718864370493
peak=4219	-12.7938064914558	0.28740998110313
peak=10123	-12.729408316984	-0.128667663964476
peak=9685	-12.9051989459628	0.639118270768062
peak=9686	-13.4730715143075	10.9076418036655
peak=10125	-13.4409989005403	-0.368387405980022
peak=9687	-13.2733585292667	-10.7321674256634
peak=10126	-12.9051989459628	-11.7103759712045
peak=9689	-13.137471503352	-0.0726453018317658
peak=10129	-12.9164393225808	-1.29545588352617
peak=2121	-13.4590473269482	-0.669061529664403
peak=2123	-12.1296050111525	-2.880852734707
peak=13910	-1.10018393015175	0.206942007698855
peak=13912	-12.2291192206586	-0.152874549249795
peak=18083	-12.7123120417803	-10.5896511465148
peak=13913	-12.4411286218047	0.180173766136211
peak=13914	-12.3909750061555	14.358170405569
peak=7594	-12.7774608126698	-0.089871030324937
peak=13915	-12.5389164024641	14.358170405569
peak=13916	-12.5842578877446	-1.11547721741994
peak=7596	-13.6540765624951	-0.925205492988601
peak=13917	-12.752589717641	-1.11547721741994
peak=7597	-12.9767431067343	-1.9192956164993
peak=13918	-12.3390148682501	-1.11547721741994
peak=7598	-13.3121739096904	-11.192909219112
peak=56	-14.2416108124685	0.317740297923929
peak=13919	-13.0985256213795	-1.11547721741994
peak=5910	-13.8689189883863	-1.2190910582462
peak=5912	-12.2291192206586	-0.121109085499266
peak=5913	-12.6282176802234	-0.399095955409822
peak=5914	-0.553764812766789	-12.1296050111525
peak=5915	13.0652478216575	-12.1296050111525
peak=5917	-12.7733452912913	-0.363404730863521
peak=5918	-13.9237917178269	-14.0617930703249
peak=11823	-12.6236529080529	0.271980564609971
peak=8403	-0.780794095786469	-0.205210459128257
peak=11827	-14.0473795655671	-0.928988686739671
peak=8405	-13.5143442113573	-10.6626683755175
peak=8406	-13.3107547722153	-10.6626683755175
peak=440	-14.1533145184617	-1.52036326103327
peak=441	-13.3962033821417	-0.835672688174355
peak=3820	-1.28372209105077	-0.123787443755808
peak=3821	12.827938080145	-0.123787443755808
peak=14312	-13.8048368653551	-0.199308808223406
peak=443	-13.3962033821417	-0.771149514922441
peak=14313	-12.4895971223893	11.5560269927247
peak=444	12.4995967814898	0.122484006524995
peak=14314	-13.7089760804037	-0.961064337453057
peak=445	-1.05501784218713	0.122484006524995
peak=446	12.6797000057693	0.122484006524995
peak=14316	-11.9184905922923	-0.270089163367745
peak=447	-12.9051989459628	-2.91158229093324
peak=14317	-13.5081661655986	0.459431618637297
peak=448	-12.8690154155521	-11.8807314351417
peak=14318	-12.0501887675964	0.54382380592767
peak=449	-1.55863891355304	-0.163975735111126
peak=14319	-1.13936927899334	-0.0119726416660759
peak=6315	-12.5242968376626	-12.352871054678
peak=1730	13.3262890310018	-1.32448833520593
peak=12221	-12.6575417597034	-0.143364175171178
peak=1731	-0.486630410422103	-1.32448833520593
peak=1735	-12.9569206047211	0.147225953183178
peak=17691	-13.3908406957667	-0.5996390773536
peak=1736	-1.44865644728201	-0.62663168002223
peak=17692	-13.4161377685783	-0.496937752923932
peak=1737	-13.4081970364449	0.0666832704869263
peak=17693	-13.0431982089002	-0.814444346843924
peak=1738	-12.5389164024641	-2.06735526780176
peak=17694	-0.782064851285463	-0.814444346843924
peak=12229	-13.3121739096904	-0.561557896386212
peak=4220	-12.7938064914558	0.28740998110313
peak=1739	-13.198598511485	-2.06735526780176
peak=17695	-13.8621530204136	-0.812585242133909
peak=4221	-13.6529569791385	-0.0818382920564615
peak=17696	-13.1406700304151	0
peak=17697	-13.6028148326271	0.0628877059553904
peak=9690	-13.8238647725686	-0.655898407532101
peak=9691	-12.1551344548578	-1.84604070958962
peak=9692	-12.5889488203147	-1.84604070958962
peak=4227	-12.0433691139577	-0.404253823565603
peak=9693	-13.4667137786487	-0.717683761011494
peak=4228	-12.4895971223893	0.525756911322434
peak=10132	-12.8319009861964	-0.426058905370096
peak=10135	-12.7958367409336	-10.9950604670327
peak=10139	-1.110323414906	-0.383949821494747
peak=2133	-12.8437248062992	-10.5989829710361
peak=13920	-13.0103532655493	1.25904038893197
peak=2135	-12.7399915146842	-0.665353125005367
peak=13921	-12.8690154155521	-1.34914956362239
peak=2136	-12.8059453518029	0.198946595055326
peak=13922	-12.5842578877446	-0.25964381663302
peak=13923	-12.670877504397	0.037474705418663
peak=2138	-12.5316251384226	10.7903484967519
peak=13924	-12.5653401272085	0.685234431007054
peak=2139	-13.8357543670165	0.0577154978562871
peak=13925	-12.3390148682501	-1.58496250072116
peak=18096	-13.169142076888	-0.458329062190139
peak=13926	-12.3390148682501	-1.58496250072116
peak=13927	-13.3962033821417	-12.8437248062992
peak=65	-12.5389164024641	-1.08314123530025
peak=13928	-13.0431982089002	0.0954195650786825
peak=66	-13.4907255503239	-0.296927359021674
peak=18099	-12.7123120417803	-0.493737740674618
peak=16410	-12.9404971344582	-0.728087442819753
peak=13929	-12.5677184578508	-12.9294433576842
peak=67	-13.3908406957667	0.377069649079823
peak=68	-13.867954362086	0.305626282558262
peak=5922	-13.198598511485	-0.040357737616141
peak=69	-1.60514038265879	-0.800691191776593
peak=16413	-12.4123052049553	-0.368984918948137
peak=5923	-13.3121739096904	-0.582045017338862
peak=16414	-12.5509872145215	-0.368984918948137
peak=16415	-13.1406700304151	-0.368984918948137
peak=5925	-13.5711600879274	-0.98872888766498
peak=16416	-12.9404971344582	-0.0801703486839833
peak=5926	-1.05403983971289	-0.518701058452435
peak=11830	-0.828356481331388	-0.338524605418057
peak=16418	-12.6620007187185	0.0493029197420763
peak=5928	-12.3137333502638	-1.0598714559774
peak=16419	-12.5842578877446	-1.09796325373216
peak=11832	-0.956435804576709	-0.503062247076068
peak=11834	-14.0431127487787	-0.37943870588661
peak=11835	-0.900221264357551	-1.52890254160056
peak=11837	-13.2907388624393	-0.204877600276737
peak=14320	12.4566110995749	-0.0119726416660759
peak=11839	-13.4358004621948	-1.00489879941284
peak=3830	-13.491978324839	-0.162620200819079
peak=452	-12.4693874409643	-1.52806010948668
peak=14322	-13.1229897228546	-0.848599410234991
peak=453	-12.5070513022479	-1.52806010948668
peak=14323	-13.2394493595193	-0.601290670625157
peak=454	-12.6282176802234	0.463246592321463
peak=455	-13.3827591040565	-0.364053570560039
peak=14327	-14.1041892111536	-0.482694449382106
peak=14328	-14.0777336871255	-0.0484266900024997
peak=459	-12.2618011071953	-11.7017396386744
peak=6325	-13.029459787825	-10.7821791938312
peak=6326	-12.9569206047211	-0.176156955153827
peak=1741	-12.5389164024641	-10.8305152069768
peak=1742	-1.12542882025078	0.696093312750678
peak=1743	-12.2381061374321	-0.0268000593437151
peak=1744	-13.5640303722017	0.759641032134103
peak=12235	-13.9979733094276	-0.121419800414859
peak=12236	-13.0277332497528	-1.4447848426729
peak=1746	-13.01733040424	-11.3723209548673
peak=12237	-13.3827591040565	-1.18113045615019
peak=1747	-12.7650788596167	-11.2825093062408
peak=12238	-13.5217231126579	-1.63135540620561
peak=4230	-12.2735042339622	1.922231141743
peak=4232	-12.7123120417803	-12.2647358011301
peak=4233	-13.4667137786487	0.471504450937872
peak=4234	-13.1067265020392	-1.329865914312
peak=4235	-13.7367190187677	-0.647118976783726
peak=10140	-12.8535045010213	-0.919965833847549
peak=10141	-13.0380616201336	-0.538814039917267
peak=4238	-12.752589717641	-0.196969824456541
peak=4239	-12.3720488252728	11.2532565797812
peak=10145	-13.6235386034899	-0.239187663879426
peak=2140	-13.5424273475264	-10.8540891798706
peak=2143	-12.8976564112511	-0.494450207815714
peak=2144	12.3222098437489	-0.559657754558927
peak=13930	-13.3650921203465	0.0827249222436762
peak=13931	-12.2851131885015	-1.65522244472467
peak=13932	-12.4895971223893	0.223543354816626
peak=70	-13.7335450037571	0.0230836131130412
peak=71	-13.3121739096904	-0.332076050263445
peak=72	-13.3121739096904	0.693338661765948
peak=13935	-13.6916344842892	0.0966181901686199
peak=73	-12.9404971344582	0.693338661765948
peak=13936	-13.5375824263719	-0.253493638624188
peak=74	-13.6894520543429	-10.5708044377245
peak=13937	-12.9404971344582	-11.2940463132715
peak=13938	-1.33159057586624	-15.626878275947
peak=76	-12.9404971344582	-11.7776662808808
peak=16420	-12.8690154155521	-0.656651238790227
peak=13939	-12.2851131885015	-0.822759615055927
peak=16421	-12.8690154155521	-0.415667910056141
peak=78	-12.9677666277945	-0.105545773305014
peak=16422	-12.4411286218047	-1.8982108399161
peak=16424	-12.4411286218047	-12.4744664641326
peak=16425	-0.93566824481279	-1.87537334548626
peak=16426	12.6928334150008	-1.87537334548626
peak=16427	12.9909903035308	-10.5802585674998
peak=16428	-12.4359306517036	-0.576062441397923
peak=16429	-12.3390148682501	-0.576062441397923
peak=460	-1.46569759937904	0.160464672193246
peak=11849	-12.7938064914558	-12.5169311219987
peak=14331	-12.8690154155521	0.115477217419936
peak=8428	-13.8318020460983	11.3503867423128
peak=8429	-13.4590473269482	-11.7017396386744
peak=14334	-12.8059453518029	-0.179168845685932
peak=467	-12.2618011071953	-0.754049748791755
peak=469	-12.55818151986	-0.677277250704836
peak=14339	-12.8456860559771	-0.395928676331139
peak=6331	-12.7187469099011	-11.0505289055306
peak=6332	-13.9107364089243	-0.629537796518635
peak=6336	-12.6282176802234	-0.310700839464108
peak=1750	-12.4870863402713	-1.533247464177
peak=6337	-12.0937476627857	-11.5367328898354
peak=1751	-12.6686634231753	-12.2018176166679
peak=1752	-12.752589717641	-12.2018176166679
peak=12245	-12.7876985439713	-12.1068900450922
peak=12247	-13.3248837171941	-12.4070021479242
peak=1758	-12.1677317411032	-1.07459858975944
peak=1759	-1.35982039351448	-10.929998062609
peak=4240	-12.5842578877446	11.2532565797812
peak=10150	-13.2093010460341	-11.5318687751776
peak=4247	-13.8871253975004	0.498308118466974
peak=10151	-13.0431982089002	-11.5318687751776
peak=10158	-1.3890422907459	-0.620476787334095
peak=10159	-12.6282176802234	0.205584133649894
peak=2151	-12.577192765687	-0.0157673158583165
peak=2152	-12.9386607097692	-11.7569732261654
peak=2154	-13.4435911122536	-0.360008134132739
peak=13940	-13.0753120064604	-0.977279923499917
peak=2157	-13.5544689418541	-0.399696953144358
peak=13943	-12.8690154155521	-1.93744806258449
peak=2158	-12.5936245497061	-0.627628965523892
peak=2159	-11.8653466448168	1.13750352374994
peak=13945	-12.4359306517036	-4.33729649631057
peak=13946	-13.2557662571288	-4.33729649631057
peak=13947	-12.8690154155521	-4.33729649631057
peak=85	-14.0181132249488	-0.369433532105422
peak=13948	-12.7938064914558	-1.18735836989301
peak=16430	-13.283522485644	-0.576062441397923
peak=13949	-13.4161377685783	-1.18735836989301
peak=87	-13.6281037367695	-0.987955964295019
peak=16431	-13.4907255503239	-0.343598098525825
peak=16432	-12.3390148682501	-0.343598098525825
peak=16436	-13.6696601802386	-1.20741621376366
peak=11850	-13.1246060069592	-0.602492425278733
peak=11851	-1.08043333825604	-1.63005039024969
peak=16439	-13.4358004621948	0.40326033150249
peak=8430	-12.8690154155521	0.120373938424281
peak=8431	-13.169142076888	0.120373938424281
peak=11855	-13.3908406957667	-1.44069104411735
peak=8436	-12.9051989459628	-0.664219530228339
peak=470	-12.2291192206586	-0.0519946376382611
peak=14340	-12.4895971223893	-0.395928676331139
peak=8437	-12.646333693381	-0.526367846810308
peak=14341	-12.4540421974701	-0.175086706558091
peak=8438	-12.8690154155521	0.182203331220749
peak=14344	-13.0902778568574	-0.0939761482090138
peak=475	-12.6350378711833	-0.363963314684575
peak=14345	-13.5817890287418	-10.5225815312548
peak=476	-13.1422666386357	-0.363963314684575
peak=14346	-13.5424273475264	0.394278939112046
peak=14347	-12.4228531959443	-0.303780748177103
peak=14348	-12.4043432915858	-0.303780748177103
peak=3858	-0.405349208595616	-0.314108590428063
peak=14349	-13.6540765624951	-0.226275855823676
peak=6342	-12.6304946615056	-1.46307019570065
peak=12251	-12.4307138857919	-12.6304946615056
peak=6349	-12.5842578877446	-11.6710987257485
peak=1764	-14.445467557529	-0.937068744273543
peak=12255	-13.1326603771473	-0.220818285838337
peak=1766	-0.289155895170433	-11.5512276035983
peak=1768	-13.4654388624815	-0.665580960929441
peak=4250	-13.5375824263719	-0.0557094325862875
peak=4251	-13.4161377685783	-1.08488889758651
peak=4254	-12.9089554772895	-11.9147588389419
peak=4255	-12.9677666277945	-0.492040568884144
peak=4256	-12.9183042336999	-0.495490054687194
peak=10162	-13.8504798797351	0.163058281954046
peak=10165	-13.6894520543429	-11.3503867423128
peak=10166	-13.0329066776283	-0.280956313831056
peak=10167	-12.4016795259825	10.9001120629775
peak=10168	-13.9051049072416	1.7723709302974
peak=10169	-0.963412366091231	-0.675273271759964
peak=2160	-13.3485898524488	-1.40700959577713
peak=2161	-12.0467829703564	-1.90882062270692
peak=2162	-13.252813241993	-1.71072635737813
peak=2164	-13.3827591040565	-1.5365221456634
peak=13951	-13.5472560526981	-0.488319933168295
peak=13952	-13.0431982089002	-2.52306796699521
